distractor,target,set,ans,ans1,ans2,total_experiment_thisRepN,total_experiment_thisTrialN,total_experiment_thisN,total_experiment_thisIndex,flanker_thisRepN,flanker_thisTrialN,flanker_thisN,flanker_thisIndex,stroop_thisRepN,stroop_thisTrialN,stroop_thisN,stroop_thisIndex,st_ins_loop_thisRepN,st_ins_loop_thisTrialN,st_ins_loop_thisN,st_ins_loop_thisIndex,stroop_prac_loop_thisRepN,stroop_prac_loop_thisTrialN,stroop_prac_loop_thisN,stroop_prac_loop_thisIndex,st_block_thisRepN,st_block_thisTrialN,st_block_thisN,st_block_thisIndex,stroop_main_loop_thisRepN,stroop_main_loop_thisTrialN,stroop_main_loop_thisN,stroop_main_loop_thisIndex,stroop_block_ins_thisRepN,stroop_block_ins_thisTrialN,stroop_block_ins_thisN,stroop_block_ins_thisIndex,conjunction_thisRepN,conjunction_thisTrialN,conjunction_thisN,conjunction_thisIndex,fl_ins_rep_thisRepN,fl_ins_rep_thisTrialN,fl_ins_rep_thisN,fl_ins_rep_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_prac_exp_thisRepN,flanker_prac_exp_thisTrialN,flanker_prac_exp_thisN,flanker_prac_exp_thisIndex,fl_block_thisRepN,fl_block_thisTrialN,fl_block_thisN,fl_block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,flanker_block_ins_thisRepN,flanker_block_ins_thisTrialN,flanker_block_ins_thisN,flanker_block_ins_thisIndex,conj_ins_loop_thisRepN,conj_ins_loop_thisTrialN,conj_ins_loop_thisN,conj_ins_loop_thisIndex,conj_prac_loop_thisRepN,conj_prac_loop_thisTrialN,conj_prac_loop_thisN,conj_prac_loop_thisIndex,conj_block_thisRepN,conj_block_thisTrialN,conj_block_thisN,conj_block_thisIndex,conj_main_loop_thisRepN,conj_main_loop_thisTrialN,conj_main_loop_thisN,conj_main_loop_thisIndex,conj_block_ins_thisRepN,conj_block_ins_thisTrialN,conj_block_ins_thisN,conj_block_ins_thisIndex,image_8_started,start_wait_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,key_resp_9_duration,key_resp_3_keys,key_resp_3_rt,key_resp_3_duration,image_started,ins_rep_img_started,image_9_started,back_started,main_prac,st_back_started,st_ans,st_res,st_corr,st_rt,st2_resp_keys,st2_resp_corr,mainback_2_started,mouse_started,image_10_started,key_resp_4_keys,key_resp_4_rt,key_resp_4_duration,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,back_stopped,task_type,contineu_block_started,key_resp_10_started,key_resp_10_keys,key_resp_10_rt,key_resp_10_duration,next_game_img_started,next_game_key_started,next_game_key_keys,next_game_key_rt,next_game_key_duration,fl_inst_resp_keys,fl_inst_resp_rt,fl_inst_resp_duration,image_4_started,image_5_started,image_6_started,back_2_started,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fix_fl_started,j_button_started,k_button_started,l_button_started,targ_started,fix_fl_stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2_started,k_button2_started,l_button2_started,j_button2_stopped,k_button2_stopped,l_button2_stopped,backimg_started,fl_prac_text_started,fl_prac_key_started,fl_prac_key_keys,fl_prac_key_rt,fl_prac_key_duration,mainback_started,mouse_6_started,image_7_started,key_resp_keys,key_resp_rt,key_resp_duration,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,back_2_stopped,j_button2_2_started,j_button2_2_stopped,k_button2_2_started,k_button2_2_stopped,l_button2_2_started,l_button2_2_stopped,contineu_img_started,key_resp_8_started,key_resp_8_keys,key_resp_8_rt,key_resp_8_duration,key_resp_5_keys,key_resp_5_rt,key_resp_5_duration,image_11_started,ins_rep_img_2_started,image_9_stopped,st_back_2_started,st2_resp_2_keys,st2_resp_2_corr,text_started,text_stopped,id_,age,order,sex,flanker,stroop,conjunction,test_mode,date,expName,psychopyVersion,frameRate
neutral,neutral,2,,k,k,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,4,16,88,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,2,2,2,neutral,neutral,2117.8448484001,2117.8448484001,2117.8448484001,2117.8448484001,2118.82993350003,2118.84621770005,k,k,1,1.99092999997083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2120.82951200008,2120.82951200008,2120.82951200008,2120.82951200008,2120.82951200008,2120.82951200008,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
positive,neutral,1,,k,k,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,4,17,89,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,flanker,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,1,1,1,positive,neutral,2120.82951200008,2120.82951200008,2120.82951200008,2120.82951200008,2121.81284530007,2121.82962010009,k,k,1,2.04812809999567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2123.88001180009,2124.87953170005,2123.88001180009,2124.87953170005,2123.88001180009,2124.87953170005,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
,,NaN,,,,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
,,NaN,,,,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
,,NaN,,,,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,2124.87953170005,2124.87953170005,space,85.4572495000903,None,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
,,NaN,,,,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,8.55090659996495,NaN,2220.11605280009,2220.11605280009,NaN,NaN,NaN,NaN,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
positive,yellow,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,2224.2133355001,2226.2140849001,prac,NaN,k,k,1,1.50931230001152,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,2230.16561020003,conjunction,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,2226.2140849001,2230.16561020003,NaN,0,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
positive,red,1,,None,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,prac,NaN,None,None,1,1.51666339999065,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2232.49609140004,NaN,1,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
negative,blue,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2,2,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,prac,NaN,k,k,1,0.714334200019948,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2235.0126442,NaN,0,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
positive,yellow,1,,None,k,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,3,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,prac,NaN,k,k,1,0.953456299961545,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2236.72992680001,NaN,0,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
positive,red,2,,None,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4,4,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,prac,NaN,None,None,1,1.50982909998856,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2238.6972215001,NaN,1,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
positive,blue,1,,k,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,5,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,prac,NaN,None,k,0,0.702282999991439,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2241.19637360005,NaN,1,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
negative,red,2,,None,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,6,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,prac,NaN,None,None,1,1.51814780000132,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2243.96343950008,NaN,1,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
positive,blue,2,,k,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,7,7,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,prac,NaN,None,k,0,0.697720299940556,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2246.4797405001,NaN,1,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
negative,yellow,2,,k,None,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,prac,NaN,None,None,1,1.5204680999741,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,conjunction,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,2249.18013740005,NaN,1,NaN,NaN,201,999,3,m,yes,yes,yes,no,2023-09-10_13h32.59.400,all_task_Ver_0825,2023.1.3,59.9007564520377
