target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,mouse_2_clicked_name,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,3,201,10,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.708530300005805,568.16477979999,569.179440099979,569.160990999982,None,568.16477979999,None,568.16477979999,None,568.16477979999,None,569.858479499997,None,569.858479499997,None,569.858479499997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,4,202,12,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,negative,j,j,1,0.806555600021966,569.880214799981,570.879208800005,570.862713799987,None,569.880214799981,None,569.880214799981,None,569.880214799981,None,571.670701699977,None,571.670701699977,None,571.670701699977,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,5,203,8,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,positive,l,l,1,0.740819300001021,571.689635599992,572.696263199992,572.677021999989,None,571.689635599992,None,571.689635599992,None,571.689635599992,None,573.412470099988,None,573.412470099988,None,573.412470099988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,6,204,14,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,negative,positive,l,l,1,0.603586400015047,573.432021999994,574.446107600001,574.407739199989,None,573.432021999994,None,573.432021999994,None,573.432021999994,None,575.021138999995,None,575.021138999995,None,575.021138999995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,7,205,1,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,neutral,k,k,1,0.649163699999917,575.037602199998,576.046182999999,576.012159200007,None,575.037602199998,None,575.037602199998,None,575.037602199998,None,576.672715999978,None,576.672715999978,None,576.672715999978,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,8,206,0,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,negative,j,j,1,0.737895300000673,576.692087100004,577.696274799993,577.678983799997,None,576.692087100004,None,576.692087100004,None,576.692087100004,None,578.413233399979,None,578.413233399979,None,578.413233399979,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,9,207,17,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,positive,l,l,1,0.69150349998381,578.430106199987,579.430525300006,579.413449399988,None,578.430106199987,None,578.430106199987,None,578.430106199987,None,580.108383299992,None,580.108383299992,None,580.108383299992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,10,208,5,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,positive,l,l,1,0.695070799993118,580.127561200003,581.129690200003,581.110217499983,None,580.127561200003,None,580.127561200003,None,580.127561200003,None,581.805281099986,None,581.805281099986,None,581.805281099986,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,11,209,16,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,negative,neutral,k,k,1,0.648411400004989,581.820345299988,582.827298799995,582.807993800001,None,581.820345299988,None,581.820345299988,None,581.820345299988,None,583.455108899978,None,583.455108899978,None,583.455108899978,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,12,210,15,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,negative,j,j,1,0.698350599996047,583.472506299993,584.47836909999,584.458101099997,None,583.472506299993,None,583.472506299993,None,583.472506299993,None,585.156453899987,None,585.156453899987,None,585.156453899987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,13,211,3,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,neutral,negative,j,j,1,0.718352299998514,585.173101299995,586.182010899996,586.146330999996,None,585.173101299995,None,585.173101299995,None,585.173101299995,None,586.877794199978,None,586.877794199978,None,586.877794199978,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,14,212,13,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,positive,neutral,k,k,1,0.656868399993982,586.893841399986,587.897108000005,587.863328699983,None,586.893841399986,None,586.893841399986,None,586.893841399986,None,588.538077899988,None,588.538077899988,None,588.538077899988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,15,213,7,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,negative,neutral,k,k,1,0.676931499998318,588.555993899994,589.560515199992,589.541060599993,None,588.555993899994,None,588.555993899994,None,588.555993899994,None,590.21612979999,None,590.21612979999,None,590.21612979999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,16,214,11,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,positive,l,l,1,0.733453499997267,590.231903399981,591.241122000007,591.241122000007,None,590.231903399981,None,590.231903399981,None,590.231903399981,None,591.951879199978,None,591.951879199978,None,591.951879199978,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,17,215,6,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,positive,negative,j,j,1,0.741786300000967,591.967042999982,592.980334199994,592.963572999986,None,591.967042999982,None,591.967042999982,None,591.967042999982,None,593.696956000006,None,593.696956000006,None,593.696956000006,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,0,216,17,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,positive,l,l,1,0.70193539999309,593.713633999985,594.713547499996,594.69695339998,None,593.713633999985,None,593.713633999985,None,593.713633999985,None,595.400456599984,None,595.400456599984,None,595.400456599984,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,1,217,4,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,neutral,k,k,1,0.677230100001907,595.41641049998,596.438455399999,596.396767600003,None,595.41641049998,None,595.41641049998,None,595.41641049998,None,597.080266199983,None,597.080266199983,None,597.080266199983,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,2,218,8,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,positive,l,l,1,0.680603799992241,597.095741800003,598.110034799989,598.091265700001,None,597.095741800003,None,597.095741800003,None,597.095741800003,None,598.764307599986,None,598.764307599986,None,598.764307599986,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,3,219,9,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,negative,negative,j,j,1,0.693336700001964,598.779375499988,599.781318099995,599.764719600003,None,598.779375499988,None,598.779375499988,None,598.779375499988,None,600.461429499998,None,600.461429499998,None,600.461429499998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,4,220,3,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,negative,j,j,1,0.707244900026126,600.476310700004,601.480333799991,601.461262199999,None,600.476310700004,None,600.476310700004,None,600.476310700004,None,602.170217599987,None,602.170217599987,None,602.170217599987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,5,221,1,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,neutral,neutral,k,k,1,0.796703900006833,602.186564000003,603.20484619998,603.163651199982,None,602.186564000003,None,602.186564000003,None,602.186564000003,None,603.970574599988,None,603.970574599988,None,603.970574599988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,6,222,2,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,positive,positive,l,l,1,0.795495700003812,603.985736500006,605.00824939998,604.988207799994,None,603.985736500006,None,603.985736500006,None,603.985736500006,None,605.766293999978,None,605.766293999978,None,605.766293999978,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,7,223,13,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,positive,neutral,k,k,1,0.709134200005792,605.782496200001,606.781645299983,606.764979200001,None,605.782496200001,None,605.782496200001,None,605.782496200001,None,607.478986699984,None,607.478986699984,None,607.478986699984,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,8,224,7,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,neutral,k,k,1,0.658024299977114,607.495918200002,608.497569700005,608.480317899986,None,607.495918200002,None,607.495918200002,None,607.495918200002,None,609.141541099997,None,609.141541099997,None,609.141541099997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,9,225,15,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,negative,j,j,1,0.670413300016662,609.1611195,610.1641963,610.130582799989,None,609.1611195,None,609.1611195,None,609.1611195,None,610.814033699984,None,610.814033699984,None,610.814033699984,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,10,226,6,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,negative,j,j,1,0.702869800006738,610.830675499979,611.830059999978,611.81337779999,None,610.830675499979,None,610.830675499979,None,610.830675499979,None,612.521253899997,None,612.521253899997,None,612.521253899997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,11,227,11,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,positive,positive,l,l,1,0.761130800005049,612.536766799982,613.541991799982,613.541991799982,None,612.536766799982,None,612.536766799982,None,612.536766799982,None,614.28314759999,None,614.28314759999,None,614.28314759999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,12,228,10,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.628721299988683,614.300411100005,615.311576899985,615.29207299999,None,614.300411100005,None,614.300411100005,None,614.300411100005,None,615.91429219998,None,615.91429219998,None,615.91429219998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,13,229,14,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,negative,positive,l,l,1,0.657196299987845,615.932407399989,616.955228799983,616.913889699994,None,615.932407399989,None,615.932407399989,None,615.932407399989,None,617.575804300001,None,617.575804300001,None,617.575804300001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,14,230,16,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,negative,neutral,k,k,1,0.589584700006526,617.594075300003,618.596881100006,618.564350000001,None,617.594075300003,None,617.594075300003,None,617.594075300003,None,619.165622599982,None,619.165622599982,None,619.165622599982,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,15,231,0,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,negative,negative,j,j,1,0.744001499988372,619.184119499987,620.19698529999,620.162947100005,None,619.184119499987,None,619.184119499987,None,619.184119499987,None,620.913746399985,None,620.913746399985,None,620.913746399985,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,16,232,5,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,positive,l,l,1,0.636399799986975,620.930202699994,621.947379899997,621.911224599986,None,620.930202699994,None,620.930202699994,None,620.930202699994,None,622.551635099988,None,622.551635099988,None,622.551635099988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,17,233,12,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,negative,j,j,1,0.667217399983201,622.567703799985,623.580635199993,623.545364599995,None,622.567703799985,None,622.567703799985,None,622.567703799985,None,624.222845499992,None,624.222845499992,None,624.222845499992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,0,234,9,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,negative,negative,j,j,1,0.66217970001162,624.241433999996,625.247104999988,625.227802199981,None,624.241433999996,None,624.241433999996,None,624.241433999996,None,625.88600579999,None,625.88600579999,None,625.88600579999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,1,235,12,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,neutral,negative,j,j,1,0.695839899999555,625.903262099979,626.910668600001,626.891805899999,None,625.903262099979,None,625.903262099979,None,625.903262099979,None,627.587685699988,None,627.587685699988,None,627.587685699988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,2,236,4,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,neutral,k,k,1,0.686860899993917,627.603476299992,628.611464699992,628.592086299992,None,627.603476299992,None,627.603476299992,None,627.603476299992,None,629.276215800003,None,629.276215800003,None,629.276215800003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,3,237,3,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,negative,j,j,1,0.691972399974475,629.291857100005,630.311130099988,630.272254999989,None,629.291857100005,None,629.291857100005,None,629.291857100005,None,630.968782099988,None,630.968782099988,None,630.968782099988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,4,238,7,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,neutral,k,k,1,0.718434100010199,630.984812299983,632.000415099988,631.966277200001,None,630.984812299983,None,630.984812299983,None,630.984812299983,None,632.6914628,None,632.6914628,None,632.6914628,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,5,239,15,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,positive,negative,j,j,1,0.672742700000526,632.710817399988,633.713261800003,633.693210199999,None,632.710817399988,None,632.710817399988,None,632.710817399988,None,634.365338399983,None,634.365338399983,None,634.365338399983,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,6,240,5,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,positive,l,l,1,0.802457699988736,634.380458999978,635.39405469998,635.375280899985,None,634.380458999978,None,634.380458999978,None,634.380458999978,None,636.168855599978,None,636.168855599978,None,636.168855599978,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,7,241,10,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.686559999972815,636.187059599994,637.201088200003,637.166817299993,None,636.187059599994,None,636.187059599994,None,636.187059599994,None,637.860279099992,None,637.860279099992,None,637.860279099992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,8,242,11,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,positive,positive,l,l,1,1.20685139999841,637.877129500004,638.880912499997,638.847206699982,None,637.877129500004,None,637.877129500004,None,637.877129500004,None,640.068328899977,None,640.068328899977,None,640.068328899977,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,9,243,2,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,positive,l,l,1,0.81726539999363,640.085571499978,641.100417999987,641.064248999988,None,640.085571499978,None,640.085571499978,None,640.085571499978,None,641.890447799995,None,641.890447799995,None,641.890447799995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,10,244,8,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,positive,l,l,1,1.15459349998855,641.908247199986,642.922563999979,642.880641099997,None,641.908247199986,None,641.908247199986,None,641.908247199986,None,644.04737619998,None,644.04737619998,None,644.04737619998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.1115791195321
