target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,date,expName,psychopyVersion,frameRate
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,3,237,17,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,j,l,0,0.617751600046176,620.207013000036,621.207068500051,621.207068500051,None,620.207013000036,None,620.207013000036,None,620.207013000036,None,621.826274600055,None,621.826274600055,None,621.826274600055,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,4,238,13,,NaN,NaN,,NaN,,NaN,,main,1,1,2,positive,neutral,k,k,1,0.834338399989065,622.824964300031,623.826183100056,623.809567700024,None,622.824964300031,None,622.824964300031,None,622.824964300031,None,624.65719451005,None,624.65719451005,None,624.65719451005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,5,239,8,,NaN,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,j,j,1,0.847813200030942,624.661023900029,625.676237600041,625.659636600001,None,624.661023900029,None,624.661023900029,None,624.661023900029,None,626.507186910027,None,626.507186910027,None,626.507186910027,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,6,240,16,,NaN,NaN,,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,0.682070299983025,626.513588300033,627.52613350004,627.509539500054,None,626.513588300033,None,626.513588300033,None,626.513588300033,None,628.190559110028,None,628.190559110028,None,628.190559110028,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,7,241,11,,NaN,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,j,j,1,0.797685300000012,628.196878700051,629.206494400045,629.184407700028,None,628.196878700051,None,628.196878700051,None,628.196878700051,None,629.990086210024,None,629.990086210024,None,629.990086210024,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,8,242,5,,NaN,NaN,,NaN,,NaN,,main,1,1,1,negative,positive,j,j,1,0.680860200023744,629.990806700021,630.990144300042,630.990144300042,None,629.990806700021,None,629.990806700021,None,629.990806700021,None,631.673445310042,None,631.673445310042,None,631.673445310042,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,9,243,15,,NaN,NaN,,NaN,,NaN,,main,2,2,2,positive,negative,l,l,1,0.767656000040006,631.678736600035,632.692632200022,632.659408300009,None,631.678736600035,None,631.678736600035,None,631.678736600035,None,633.442668910028,None,633.442668910028,None,633.442668910028,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,10,244,12,,NaN,NaN,,NaN,,NaN,,main,1,1,2,neutral,negative,l,l,1,0.728429699956905,633.446657500055,634.4593245,634.442691300006,None,633.446657500055,None,633.446657500055,None,633.446657500055,None,635.173673710035,None,635.173673710035,None,635.173673710035,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,11,245,6,,NaN,NaN,,NaN,,NaN,,main,1,1,1,positive,negative,l,l,1,0.714271200005896,635.177771800023,636.192661400011,636.176042600011,None,635.177771800023,None,635.177771800023,None,635.177771800023,None,636.890272810013,None,636.890272810013,None,636.890272810013,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,12,246,9,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,negative,l,l,1,0.781431799987331,636.90923780005,637.909231100057,637.892629500013,None,636.90923780005,None,636.90923780005,None,636.90923780005,None,638.673313410027,None,638.673313410027,None,638.673313410027,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,13,247,4,,NaN,NaN,,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,0.948169199982658,638.676766200049,639.689969500003,639.673299200018,None,638.676766200049,None,638.676766200049,None,638.676766200049,None,640.623202310008,None,640.623202310008,None,640.623202310008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,14,248,1,,NaN,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,0.748658300028183,640.623896500038,641.623288000003,641.623288000003,None,640.623896500038,None,640.623896500038,None,640.623896500038,None,642.373200310051,None,642.373200310051,None,642.373200310051,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,15,249,2,,NaN,NaN,,NaN,,NaN,,main,2,2,1,positive,positive,j,j,1,0.799995699955616,642.379586800002,643.389943800052,643.3733106,None,642.379586800002,None,642.379586800002,None,642.379586800002,None,644.175868410041,None,644.175868410041,None,644.175868410041,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,16,250,10,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.680740699986927,644.179877900053,645.192536200047,645.175858800008,None,644.179877900053,None,644.179877900053,None,644.179877900053,None,645.858935110044,None,645.858935110044,None,645.858935110044,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,17,251,7,,NaN,NaN,,NaN,,NaN,,main,2,2,1,negative,neutral,k,k,1,0.629511500010267,645.862083400018,646.875665700005,646.859147100011,None,645.862083400018,None,645.862083400018,None,645.862083400018,None,647.490080910042,None,647.490080910042,None,647.490080910042,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,0,252,11,,NaN,NaN,,NaN,,NaN,,main,1,1,2,positive,positive,j,j,1,0.816796300001442,647.493403500004,648.509122100018,648.492467800039,None,647.493403500004,None,647.493403500004,None,647.493403500004,None,649.306426210044,None,649.306426210044,None,649.306426210044,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,1,253,10,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.643918999994639,649.312078300049,650.325646200043,650.309126800043,None,649.312078300049,None,649.312078300049,None,649.312078300049,None,650.954105410032,None,650.954105410032,None,650.954105410032,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,2,254,15,,NaN,NaN,,NaN,,NaN,,main,2,2,2,positive,negative,l,l,1,0.750865100009833,650.964584500005,651.9730155,651.956344500009,None,650.964584500005,None,650.964584500005,None,650.964584500005,None,652.706284710037,None,652.706284710037,None,652.706284710037,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,3,255,7,,NaN,NaN,,NaN,,NaN,,main,1,1,1,negative,neutral,k,k,1,0.698315699992236,652.706955500005,653.709020700015,653.709020700015,None,652.706955500005,None,652.706955500005,None,652.706955500005,None,654.40661591001,None,654.40661591001,None,654.40661591001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,4,256,12,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,negative,l,l,1,0.782512700010557,654.409834600054,655.409024500055,655.409024500055,None,654.409834600054,None,654.409834600054,None,654.409834600054,None,656.189912110049,None,656.189912110049,None,656.189912110049,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,5,257,5,,NaN,NaN,,NaN,,NaN,,main,1,1,1,negative,positive,j,j,1,0.748393999994732,656.194051300001,657.208864900051,657.192276000045,None,656.194051300001,None,656.194051300001,None,656.194051300001,None,657.940760910051,None,657.940760910051,None,657.940760910051,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,6,258,1,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,neutral,k,k,1,0.680588799994439,657.946578000032,658.958822400018,658.942226700019,None,657.946578000032,None,657.946578000032,None,657.946578000032,None,659.623165810021,None,659.623165810021,None,659.623165810021,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,7,259,0,,NaN,NaN,,NaN,,NaN,,main,1,1,1,negative,negative,l,l,1,0.734286700026132,659.627216300054,660.642137600051,660.625533600047,None,659.627216300054,None,659.627216300054,None,659.627216300054,None,661.358881310042,None,661.358881310042,None,661.358881310042,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,8,260,14,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,positive,j,j,1,0.812049599946477,661.373121100012,662.372835800052,662.356164700002,None,661.373121100012,None,661.373121100012,None,661.373121100012,None,663.172730310011,None,663.172730310011,None,663.172730310011,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,9,261,8,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,positive,j,j,1,0.782016000011936,663.175797700009,664.175386900024,664.158714500023,None,663.175797700009,None,663.175797700009,None,663.175797700009,None,664.956359210022,None,664.956359210022,None,664.956359210022,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,10,262,2,,NaN,NaN,,NaN,,NaN,,main,2,2,1,positive,positive,j,j,1,0.634649799962062,664.959880300041,665.975326300017,665.958785200026,None,664.959880300041,None,664.959880300041,None,664.959880300041,None,666.591868810012,None,666.591868810012,None,666.591868810012,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,11,263,16,,NaN,NaN,,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,0.628826000029221,666.595977800025,667.608641000057,667.589728600055,None,666.595977800025,None,666.595977800025,None,666.595977800025,None,668.222960210004,None,668.222960210004,None,668.222960210004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,12,264,17,,NaN,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,j,j,1,0.798257799993735,668.226340000052,669.24193150003,669.225359500037,None,668.226340000052,None,668.226340000052,None,668.226340000052,None,670.02294601,None,670.02294601,None,670.02294601,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,13,265,6,,NaN,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,l,l,1,0.864837399974931,670.027537800022,671.041752500052,671.025248400052,None,670.027537800022,None,670.027537800022,None,670.027537800022,None,671.88921381004,None,671.88921381004,None,671.88921381004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,14,266,13,,NaN,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,0.698265700018965,671.889851300046,672.889266100014,672.889266100014,None,671.889851300046,None,671.889851300046,None,671.889851300046,None,673.589235610043,None,673.589235610043,None,673.589235610043,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,15,267,3,,NaN,NaN,,NaN,,NaN,,main,1,1,1,neutral,negative,l,l,1,0.76530890003778,673.592588300002,674.591932400013,674.591932400013,None,673.592588300002,None,673.592588300002,None,673.592588300002,None,675.356221210043,None,675.356221210043,None,675.356221210043,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,16,268,9,,NaN,NaN,,NaN,,NaN,,main,1,1,2,negative,negative,l,l,1,0.600169399986044,675.35965550004,676.375157700037,676.35848460003,None,675.35965550004,None,675.35965550004,None,675.35965550004,None,676.958277110016,None,676.958277110016,None,676.958277110016,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,17,269,4,,NaN,NaN,,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,0.679340999980923,676.963041300012,677.975127300015,677.956194700033,None,676.963041300012,None,676.963041300012,None,676.963041300012,None,678.63942251,None,678.63942251,None,678.63942251,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,2022-05-02_10h58.01.618,Main,2022.1.1,61.0870936875341
